id	license	rightsHolder	institutionCode	collectionCode	basisOfRecord	occurrenceID	recordNumber	organismQuantity	organismQuantityType	occurrenceStatus	eventDate	year	month	day	countryCode	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	scientificName	kingdom	phylum	class	order	family	taxonRank	vernacularName
MST-DK-invasives-1281	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1281	1281	2	Square meters	PRESENT	2018-06-12	2018	06	12	DK	55.24817526	11.27655346		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1283	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1283	1283	100	Individuals	PRESENT	2018-06-13	2018	06	13	DK	55.86298032	9.568601811		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1286	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1286	1286	1	Individuals	PRESENT	2018-06-14	2018	06	14	DK	56.88338882	9.836104465		Trachemys scripta subsp.	Animalia 	Chordata 	Reptilia 	Chelonia 	Emydidae 	SPECIES	Terrapin
MST-DK-invasives-1288	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1288	1288	40	Individuals	PRESENT	2018-06-14	2018	06	14	DK	55.70579254	12.39763574		Solidago gigantea, Aiton	Plantae 	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	SPECIES	Sildig gyldenris
MST-DK-invasives-1290	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1290	1290	2	Individuals	PRESENT	2018-06-14	2018	06	14	DK	54.87469965	9.728298003		Alopochen aegyptiaca, (Linnaeus, 1766)	Animalia 	Chordata 	Aves 	Anseriformes 	Anatidae 	SPECIES	Nilgås
MST-DK-invasives-1291	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1291	1291	10	Square meters	PRESENT	2018-06-01	2018	06	01	DK	55.65317445	12.50325815		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1294	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1294	1294	150	Individuals	PRESENT	2018-06-16	2018	06	16	DK	55.29030757	10.47535977		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1295	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1295	1295	3	Individuals	PRESENT	2018-06-16	2018	06	16	DK	55.63800054	12.34208226		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1296	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1296	1296	1	Individuals	PRESENT	2018-06-16	2018	06	16	DK	55.61863394	12.32634994		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1299	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1299	1299	10	Individuals	PRESENT	2018-06-16	2018	06	16	DK	55.75427618	11.80646791		Rosa rugosa, Thunb.	Plantae 	Magnoliophyta 	Magnoliopsida 	Rosales	Rosaceae	SPECIES	Rynket rose
MST-DK-invasives-1301	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1301	1301	10	Individuals	PRESENT	2018-06-15	2018	06	15	DK	55.19607551	10.51887054		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1309	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1309	1309	5	Individuals	PRESENT	2018-06-10	2018	06	10	DK	56.39791442	9.500886666		Cornu aspersum, (O.F. Müller, 1774)	Animalia 	Mollusca 	Gastropoda 	Stylommatophora	Helicidae	SPECIES	Plettet voldsnegl
MST-DK-invasives-1310	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1310	1310	100	Individuals	PRESENT	2018-06-13	2018	06	13	DK	55.65872868	12.31436603		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1312	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1312	1312	5	Individuals	PRESENT	2018-06-16	2018	06	16	DK	57.01407028	9.871773987		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1313	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1313	1313	1	Individuals	PRESENT	2018-06-17	2018	06	17	DK	55.63219208	9.450551092		Nyctereutes procyonoides, (Gray, 1834)	Animalia 	Chordata	Mammalia 	Carnivora	Canidae 	SPECIES	Mårhund
MST-DK-invasives-1315	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1315	1315	5	Square meters	PRESENT	2018-06-18	2018	06	18	DK	55.0864135	10.46627732		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1317	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1317	1317	1	Individuals	PRESENT	2018-06-19	2018	06	19	DK	55.625122	8.267351994		Nyctereutes procyonoides, (Gray, 1834)	Animalia 	Chordata	Mammalia 	Carnivora	Canidae 	SPECIES	Mårhund
MST-DK-invasives-1319	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1319	1319	30	Individuals	PRESENT	2018-06-20	2018	06	20	DK	55.74166746	12.32390309		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1320	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1320	1320	20	Individuals	PRESENT	2018-06-20	2018	06	20	DK	55.66503347	12.31390496		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1321	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1321	1321	1000	Individuals	PRESENT	2018-06-15	2018	06	15	DK	57.04376409	9.869680724		Cornu aspersum, (O.F. Müller, 1774)	Animalia 	Mollusca 	Gastropoda 	Stylommatophora	Helicidae	SPECIES	Plettet voldsnegl
MST-DK-invasives-1322	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1322	1322	20	Individuals	PRESENT	2018-06-20	2018	06	20	DK	55.65653541	12.31935027		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1323	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1323	1323	20	Individuals	PRESENT	2018-06-20	2018	06	20	DK	55.64540671	12.33213153		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1324	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1324	1324	30	Individuals	PRESENT	2018-06-20	2018	06	20	DK	55.51220725	12.18031342		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1325	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1325	1325	15	Individuals	PRESENT	2018-06-20	2018	06	20	DK	55.43222967	10.34543724		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1329	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1329	1329	1	Individuals	PRESENT	2018-06-22	2018	06	22	DK	56.18408477	9.505874499		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1331	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1331	1331	1	Individuals	PRESENT	2018-06-23	2018	06	23	DK	56.83512715	10.10667681		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1332	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1332	1332	1	Individuals	PRESENT	2018-06-23	2018	06	23	DK	55.6811337	12.4736656		Pontastacus leptodactylus, (Eschscholtz, 1823)	Animalia 	Arthropoda 	Malacostraca	Decapoda	Astacidae	SPECIES	Galizisk sumpkrebs
MST-DK-invasives-1333	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1333	1333	8	Square meters	PRESENT	2018-06-23	2018	06	23	DK	55.4671761	9.130926791		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1337	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1337	1337	100	Individuals	PRESENT	2018-06-23	2018	06	23	DK	55.7675771	12.18194481		Cornu aspersum, (O.F. Müller, 1774)	Animalia 	Mollusca 	Gastropoda 	Stylommatophora	Helicidae	SPECIES	Plettet voldsnegl
MST-DK-invasives-1338	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1338	1338	20	Square meters	PRESENT	2018-06-24	2018	06	24	DK	56.77836801	10.17609118		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1340	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1340	1340	2	Individuals	PRESENT	2018-06-24	2018	06	24	DK	55.65330678	12.50411474		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1341	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1341	1341	30	Individuals	PRESENT	2018-06-03	2018	06	03	DK	55.38681226	10.52591274		Cornu aspersum, (O.F. Müller, 1774)	Animalia 	Mollusca 	Gastropoda 	Stylommatophora	Helicidae	SPECIES	Plettet voldsnegl
MST-DK-invasives-1342	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1342	1342	900	Square meters	PRESENT	2018-06-24	2018	06	24	DK	55.71297669	12.34011367		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1343	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1343	1343	20	Square meters	PRESENT	2018-06-24	2018	06	24	DK	55.26285695	14.74787817		Rosa rugosa, Thunb.	Plantae 	Magnoliophyta 	Magnoliopsida 	Rosales	Rosaceae	SPECIES	Rynket rose
MST-DK-invasives-1344	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1344	1344	35	Square meters	PRESENT	2018-06-24	2018	06	24	DK	55.24982153	14.73797286		Rosa rugosa, Thunb.	Plantae 	Magnoliophyta 	Magnoliopsida 	Rosales	Rosaceae	SPECIES	Rynket rose
MST-DK-invasives-1347	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1347	1347	5	Square meters	PRESENT	2018-06-27	2018	06	27	DK	55.39010033	10.47149035		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1348	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1348	1348	50	Individuals	PRESENT	2018-06-27	2018	06	27	DK	55.57018852	10.39394901		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1350	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1350	1350	40	Square meters	PRESENT	2018-06-27	2018	06	27	DK	56.03975415	12.45263103		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1351	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1351	1351	15	Individuals	PRESENT	2018-06-27	2018	06	27	DK	55.18463354	10.53632841		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1352	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1352	1352	5	Individuals	PRESENT	2018-06-23	2018	06	23	DK	55.06803712	10.4139243		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1353	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1353	1353	2	Square meters	PRESENT	2018-06-27	2018	06	27	DK	55.17691359	10.53674748		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1354	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1354	1354	2	Square meters	PRESENT	2018-06-27	2018	06	27	DK	55.17749825	10.53428246		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1355	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1355	1355	15	Square meters	PRESENT	2018-06-25	2018	06	25	DK	55.09024894	10.57040228		Reynoutria sachalinensis, (F. Schmidt ex Maxim.) Nakai	Plantae 	Magnoliophyta	Magnoliopsida 	Caryophyllales	Polygonaceae 	SPECIES	Kæmpe-pileurt
MST-DK-invasives-1356	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1356	1356	100	Individuals	PRESENT	2018-06-22	2018	06	22	DK	54.7580162	11.91375061		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1361	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1361	1361	5	Individuals	PRESENT	2018-06-21	2018	06	21	DK	56.44263987	9.84325237		Nyctereutes procyonoides, (Gray, 1834)	Animalia 	Chordata	Mammalia 	Carnivora	Canidae 	SPECIES	Mårhund
MST-DK-invasives-1362	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1362	1362	1	Individuals	PRESENT	2018-06-28	2018	06	28	DK	55.5012171	9.097757358		Nyctereutes procyonoides, (Gray, 1834)	Animalia 	Chordata	Mammalia 	Carnivora	Canidae 	SPECIES	Mårhund
MST-DK-invasives-1363	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1363	1363	5	Individuals	PRESENT	2018-06-29	2018	06	29	DK	55.03734805	10.52922787		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1365	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1365	1365	3	Individuals	PRESENT	2018-06-29	2018	06	29	DK	55.14014847	11.81679823		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1366	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1366	1366	4	Individuals	PRESENT	2018-06-29	2018	06	29	DK	55.18883164	11.84093207		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1367	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1367	1367	20	Individuals	PRESENT	2016-05-01	2016	05	01	DK	55.12061576	12.0516479		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1370	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1370	1370	3	Individuals	PRESENT	2018-07-01	2018	07	01	DK	54.8418732	12.03422339		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1371	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1371	1371	45	Individuals	PRESENT	2018-07-01	2018	07	01	DK	54.88656198	12.04945189		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1372	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1372	1372	150	Square meters	PRESENT	2018-07-01	2018	07	01	DK	55.42714394	8.371413216		Rosa rugosa, Thunb.	Plantae 	Magnoliophyta 	Magnoliopsida 	Rosales	Rosaceae	SPECIES	Rynket rose
MST-DK-invasives-1373	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1373	1373	4	Individuals	PRESENT	2018-07-02	2018	07	02	DK	55.65217545	12.29288647		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1374	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1374	1374	1000	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.06150113	12.55660903		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1376	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1376	1376	200	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.06225496	12.55416495		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1377	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1377	1377	60	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.0594413	12.54371089		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1378	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1378	1378	5000	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.06425702	12.55033774		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1379	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1379	1379	30,000	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.06215671	12.56976444		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1380	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1380	1380	3000	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.06381961	12.55004034		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1381	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1381	1381	5000	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.06729268	12.5528288		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1382	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1382	1382	1	Individuals	PRESENT	2018-07-02	2018	07	02	DK	55.61926792	12.34276178		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1383	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1383	1383	200	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.06693102	12.55289836		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1385	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1385	1385	50	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.06702832	12.52394328		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1386	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1386	1386	1000	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.08677914	12.51187983		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1387	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1387	1387	30	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.05775748	12.57735377		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1388	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1388	1388	300	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.0674453	12.56199836		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1389	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1389	1389	300	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.06460626	12.566648		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1390	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1390	1390	50	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.08791995	12.50970657		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1391	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1391	1391	400	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.06590823	12.56440884		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1392	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1392	1392	50	Individuals	PRESENT	2018-07-02	2018	07	02	DK	56.09276939	12.43660104		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-1393	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1393	1393	1	Individuals	PRESENT	2018-06-28	2018	06	28	DK	55.2194424	11.74971606		Trachemys scripta subsp.	Animalia 	Chordata 	Reptilia 	Chelonia 	Emydidae 	SPECIES	Terrapin
MST-DK-invasives-1394	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1394	1394	30	Individuals	PRESENT	2018-07-03	2018	07	03	DK	54.79974096	11.64183515		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-1395	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-1395	1395	20	Individuals	PRESENT	2018-07-03	2018	07	03	DK	54.80010869	11.640801		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
